Date,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
*Link to our Fb page*,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/CSI-Cannon-GTBIT-181381559286889/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Students from other colleges are also invited ✌🏻👬👭👫🤝🏻,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Contact*,,,,,,,,,,,,,,,,,,,,,,,,,,,
📱 *Akanksha Sondhi*,,,,,,,,,,,,,,,,,,,,,,,,,,,
         *(8447115630)*,,,,,,,,,,,,,,,,,,,,,,,,,,,
📱 *Gurleen Kaur*,,,,,,,,,,,,,,,,,,,,,,,,,,,
      *(9711156297)*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2018, 11:06 PM - Diljyot: 1. Masterclass on iOS Dev my our very own, Bhagat Singh,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2018, 11:06 PM - Diljyot: So jinko nahi pata,,,,,,,,,,,,,,,,,,,,,,,,,,
iOS Swift language ya Objective-C mei hoti hai,,,,,,,,,,,,,,,,,,,,,,,,,,,
We’ll do Swift first day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second day we’ll make an app which will be a unit converter,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third day we’ll use APIs and make another application.,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2018, 11:06 PM - Diljyot: Attatching mockups for reference,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2018, 11:06 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2018, 11:07 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2018, 6:50 PM - Gurparsad: Hey Everyone 😄, if you think you have the hunting skills🧐 🔓then this is the event for you  😎😍,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
      ✨ *CSI Cannon* ✨ presents *Treasure Hunt* 🔮💰,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
The most suspicious event 👀 in which you can explore how good detective you are🕵🏻‍♀🕵🏻‍♂,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Along with all of your needs.. *Treasure Hunt* will give you the clues📝 to decode which will help you to reach your goal 🎯🎯,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*When?*🗓,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st February 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Timings?*🕰,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 10:30 am onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Venue?*📌,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stage, Guru Tegh Bahadur Institute of Technology (GTBIT),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participate in teams because team helps a lot! 👬👭.. *not more than 4 people are allowed per team*❌,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
So to wins exciting cash prizes🤑💰  and goodies🎁🛍, brace up your hunting skills🔫💡,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Make sure you carry your 6th sense 🧠along with your team🕵🏻‍♂🕵🏻‍♀*,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
You can register yourself  by using the link given below👇,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://docs.google.com/forms/d/e/1FAIpQLSeLcDz5WvwP__93KEzKvFEL7rQ9Z3IITirar51JwXkCeQRGvw/viewform?usp=sf_link,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*QR code reader link:*👇,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bit.ly/1eFqRau,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Link to our Facebook Page:*👇,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/CSI-Cannon-GTBIT-181381559286889/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
For queries you may contact:,,,,,,,,,,,,,,,,,,,,,,,,,,,
📱 *Harinder Kaur : 8447014025*,,,,,,,,,,,,,,,,,,,,,,,,,,,
📱 *Jagrit Kharbanda : 8447603727*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2018, 10:09 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2018, 10:54 PM - 𝕾𝖀𝕶𝕳𝕰𝕰𝕿  𝕾𝕴𝕹𝕲𝕳: All are welcome,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2018, 10:54 PM - 𝕾𝖀𝕶𝕳𝕰𝕰𝕿  𝕾𝕴𝕹𝕲𝕳: Hey guys IIPC is organising an IOS Development classes from 5 to 7th feb,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2018, 10:54 PM - 𝕾𝖀𝕶𝕳𝕰𝕰𝕿  𝕾𝕴𝕹𝕲𝕳: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2018, 11:47 PM - Gurparsad: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2018, 4:49 PM - Diljyot: *You can't trust the code that you haven't created yourself!*💻,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
💥 *CSI-CANNON* 💥 brings you the most amazing coding competition of the season 💯,,,,,,,,,,,,,,,,,,,,,,,,,,,
⏳ *CODE IN LESS*⏳,,,,,,,,,,,,,,,,,,,,,,,,,,,
Where in you'll have to code in the least possible time and space⏰,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Date:2nd February,2K18*🌅,,,,,,,,,,,,,,,,,,,,,,,,,,
*Venue:Lab 16,GTBIT*🏢,,,,,,,,,,,,,,,,,,,,,,,,,,
*Time:10:30 am onwards*🕥,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*You need to bring your best coder friend along with you👭👬(only pairs can participate)*,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
So to win exciting cash prizes💸,vouchers🏷 and goodies🎁brace your coding skills🤓,,,,,,,,,,,,,,,,,,,,,,,,,,
 Because ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Any one can write code that a computer can understand but good programmers write code that humans can understand*😌😎,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
So keeping this in mind showcase the best coding skills you have got🤩,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*You can register yourself  by using the link given below*👇,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://docs.google.com/forms/d/e/1FAIpQLSfwayW2VApOEcUJrgneqlbm1PGkEu2_QkAgkPXmZljRDlMVNA/viewform?usp=sf_link  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*QR code reader link:*👇,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bit.ly/1eFqRau,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Link to our Facebook Page:*👤📘,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/CSI-Cannon-GTBIT-181381559286889/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
For queries you may contact:,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
📞 *Jaspreet Kaur: 9999491847*,,,,,,,,,,,,,,,,,,,,,,,,,,,
📞 *Rishabh Sharma: 9971601448*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:37 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 3:38 PM - Siddarth Chugh: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 4:05 PM - Anshuman: Siddharth bhai kon se subject ke internals leak kareega itne paison se 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 4:06 PM - Siddarth Chugh: Abey mere nahi Hai yeh,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 4:06 PM - Siddarth Chugh: Group pe aaye the,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 4:06 PM - Anshuman: 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 5:09 PM - Shivam Kumar: Kaun sa gadget use kiya doremon,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 5:09 PM - Shivam Kumar: Nayi currency banane ke liye,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 5:10 PM - Shivam Kumar: 😁,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 5:10 PM - Arvind: 😒🤦🏻‍♂🤦🏻‍♂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 8:47 PM - Gurparsad: This is to inform all the students that first sessional examination will start from 22nd Ferbuary,2018,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:19 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:19 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:19 PM - Maninder Singh: 🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:19 PM - Maninder Singh: Oye kaha bje raha h,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:20 PM - Manpreet: Yha kyu bhej rha hai delete maar,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:20 PM - Rohit: 🤭,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:21 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:21 PM - Rohit: 🤭,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:22 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:22 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:23 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:23 PM - Siddarth Chugh: Yeah,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:23 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:24 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:24 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:24 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Gurparsad: Yeh vaali bhej chuka hai upar🙄🙄🤣😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:25 PM - Diljyot: Sab apni apni lelo baki delete😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:26 PM - Gurparsad: Idgar aisa kyun lagra hai ki mein teri gardan davane ki koshish kar ra hun🙄🙄😬😬😜😜😂🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:28 PM - Diljyot: Vo to pata nhi photo mast aai hai😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:28 PM - Gurparsad: Haaan😍😍💯💯😂🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 10:40 PM - Navjyot: 😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 11:01 PM - Chanpreet: https://drive.google.com/folderview?id=15Nu_bHez51i4lb8uRo6CC6YcgWCDJz6g,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 11:01 PM - Maninder Singh: 😂😂professional bnada,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 11:18 PM - Chanpreet: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 11:19 PM - Chirag GTBIT: Ye events ke final contestants jayenge na isme,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 11:20 PM - Chirag GTBIT: Baaki koi jaakar register ni kr skta na.,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 11:20 PM - Chanpreet: Yup,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 12:38 PM - Samarth Gaur: Yaar,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 12:38 PM - Samarth Gaur: Mr anugoonj MEI krna thq,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 12:38 PM - Samarth Gaur: 😭😭,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 1:21 PM - Rohit: 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 6:52 PM - Shivam Kumar: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 7:08 PM - Gurparsad: 😂🤣🤣😂🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 7:14 PM - Sukhmeet (GTBI: 🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 11:33 PM - Gurparsad: https://m.facebook.com/story.php?story_fbid=335193146996358&id=245242505991423,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 11:33 PM - Gurparsad: Who said Synergy was only about people who can code?,,,,,,,,,,,,,,,,,,,,,,,,,,
This Invictus, *IOSD* and *Adda52* presents *Poker night!* ,,,,,,,,,,,,,,,,,,,,,,,,,,
Register for *DevSprint* to get direct entry to the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,
With *zero investments* and prizes worth *INR 50,000!!*,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: *12 Feb*,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venue: *B.R. Auditorium*,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be there at *10:30pm*,,,,,,,,,,,,,,,,,,,,,,,,,,,
Details at: https://m.facebook.com/story.php?story_fbid=335193146996358&id=245242505991423,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 11:34 PM - Gurparsad: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:12 AM - Navjyot: Bro 10:30 pm😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:12 AM - Navjyot: Dekh ke bhja kr is grp me,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:16 AM - Gurparsad: Toh?,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismein kya hogaya...,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gtbit vaale sab velle hi hain😬😬🙈🙈🤣😂🤣😂,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:16 AM - Maninder Singh: 😂😂😂ahan,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:17 AM - Gurparsad: 🤣😂😂🤣😂👌🏻,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:20 AM - Maninder Singh: This message was deleted,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:22 AM - Maninder Singh: This message was deleted,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:23 AM - Chanpreet: This message was deleted,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:23 AM - Navjyot: 🙏🏻😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 12:23 AM - Maninder Singh: 😂😂😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 2:02 AM - +91 99905 19283: 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 2:07 AM - Maninder Singh: Tuh kyu hassa bhai,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 2:07 AM - Maninder Singh: 😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 2:07 AM - +91 99905 19283: 😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 2:08 AM - +91 99905 19283: .. Sab velle h ...,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:34 PM - Sukhmeet (GTBI: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:35 PM - Maninder Singh: 😂😂😂😂😂😂😂😂😂😂😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:35 PM - Maninder Singh: Gurprasad,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:35 PM - Raj: 🤣🤣🤣🤣🤣🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:35 PM - Maninder Singh: Yaa Gurkirat h ye,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:35 PM - Raj: Chanpreet h,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:35 PM - Sukhmeet (GTBI: Bhai nokia ka phone khareed lo😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:35 PM - Maninder Singh: 😂😂😂😂😂🙈,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - +91 97172 73438 left,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:36 PM - Pavleen: 😂😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:36 PM - Vyom: 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:38 PM - Chanpreet: 🤣🤣🤣🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:38 PM - Chanpreet: Ye pakka Suri hai 100%,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:38 PM - Maninder Singh: 😂haaaa,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:38 PM - Maninder Singh: Guri bhi ho sakta h,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:38 PM - Gurparsad: Gunjan ma'am🙈🙈🙈😬😬😬🤣😂🤣😂🤣🙄🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:39 PM - Sukhmeet (GTBI: 🤣🤣🤣🤣🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:39 PM - Maninder Singh: Welding,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:39 PM - Gurparsad: Oooo bhaiii ...,,,,,,,,,,,,,,,,,,,,,,,,,,
Kassam se maine aajtak koi confession ni daala..,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale hue confessions pe hi maze leleta hun🙈🙈🙈😬😬🤣😂🤣🤣😂😂🤣,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:40 PM - Maninder Singh: 😂😂🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:40 PM - Sukhmeet (GTBI: Bhai alone milne ki wish krdi mtlb!! 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:40 PM - Maninder Singh: 😂😂😂😂😂😂😂nokia ka jaddu,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:40 PM - Maninder Singh: Torch jla gi nokia ka phone,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:41 PM - Pavleen: 😂😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:41 PM - Maninder Singh: M,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:42 PM - Gurparsad: 🤣🤣😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:42 PM - Sukhmeet (GTBI: Kaha mil rha h bhai nokia asha,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:42 PM - Maninder Singh: 😂😂olx,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:42 PM - Diljyot: 🤦‍♂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:43 PM - Maninder Singh: Gunjan mam k pass,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:43 PM - Chanpreet: Xd🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:43 PM - Sukhmeet (GTBI: Ashaen jgadi!😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:43 PM - Sukhmeet (GTBI: 😏😏,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:43 PM - Chanpreet: Natak dekho bc😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Sukhmeet (GTBI: Pkka andr se mchl rha hoga🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Maninder Singh: 😂😂ander se laddu foot raha h,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Maninder Singh: 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Maninder Singh: 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Gurparsad: Ander hi ander mann mein laddoo fuuutre hain iske😏😏🤣✌🏻😂😂🤣🤣😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haina @918826982249 ?🤔🤔🤔🙄🙄😬😬🙈🙈🤣😂😏😏🤣😂,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Sukhmeet (GTBI: 😂😂🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Maninder Singh: Diljyot maan m laddu foota,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Sukhmeet (GTBI: 4-4 laddoo,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:44 PM - Maninder Singh: Bc ek hi baat ko baar baar repeat kar raha h,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:45 PM - Chanpreet: This message was deleted,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:45 PM - Maninder Singh: This message was deleted,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:45 PM - Chanpreet: Del kr bc🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:45 PM - Maninder Singh: 😂😂😂😂😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:45 PM - Sukhmeet (GTBI: 🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:45 PM - Maninder Singh: Ok,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:47 PM - Maninder Singh: 😂😂😂😂Diljyot mp lab m kab jaa raha h,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:47 PM - Sukhmeet (GTBI: Bhai nikl liya wo to😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:47 PM - Sukhmeet (GTBI: Reply ni kr rha kuch,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:48 PM - Chanpreet: 🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:49 PM - Maninder Singh: 😂😂😂bhai 😂😂ajj toh mam ayii hi nhi hogi 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:49 PM - Sukhmeet (GTBI: Aur bhi bhot tareeke h baat krne k!🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:50 PM - Maninder Singh: 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:54 PM - Sukhmeet (GTBI: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:56 PM - Maninder Singh: 😂😂bhai vo mp lab jayaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:56 PM - Sukhmeet (GTBI: Kbtk!!,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 1:56 PM - Maninder Singh: 😂😂😂😂😂😂😂😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018, 2:12 PM - Chanpreet: 🤣🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
